date,close_price,volume,open_price,high_price,low_price
02/07/2025,$68.68 ,27428700,$70.56 ,$70.81 ,$68.62 
02/06/2025,$71.74 ,16059370,$75.24 ,$75.40 ,$71.63 
02/05/2025,$74.57 ,9807401,$76.30 ,$76.79 ,$74.40 
02/04/2025,$76.72 ,11943730,$77.55 ,$78.16 ,$76.04 
02/03/2025,$76.59 ,18539220,$74.90 ,$76.69 ,$73.22 
1/31/2025,$76.90 ,13105920,$78.11 ,$78.86 ,$76.76 
1/30/2025,$78.33 ,10902070,$76.85 ,$78.77 ,$76.85 
1/29/2025,$76.58 ,11764840,$74.45 ,$77.12 ,$74.32 
1/28/2025,$74.39 ,8694418,$75.33 ,$75.60 ,$74.16 
1/27/2025,$75.58 ,11665380,$73.44 ,$75.85 ,$73.42 
1/24/2025,$73.57 ,8106651,$74.07 ,$74.25 ,$73.25 
1/23/2025,$74.29 ,10677450,$73.34 ,$74.50 ,$72.37 
1/22/2025,$74.04 ,13029270,$73.38 ,$74.70 ,$73.01 
1/21/2025,$73.17 ,14199940,$71.30 ,$73.27 ,$71.14 
1/17/2025,$70.84 ,9711265,$71.43 ,$71.52 ,$70.84 
1/16/2025,$71.11 ,13694630,$70.90 ,$71.23 ,$70.32 
1/15/2025,$71.07 ,13468080,$71.99 ,$72.25 ,$70.84 
1/14/2025,$71.17 ,16732890,$72.07 ,$72.21 ,$70.53 
1/13/2025,$72.08 ,14584310,$71.17 ,$72.60 ,$70.78 
01/10/2025,$71.20 ,15677380,$71.85 ,$72.39 ,$71.09 
01/08/2025,$71.29 ,11854970,$71.56 ,$71.82 ,$71.01 
01/07/2025,$72.09 ,10463510,$72.40 ,$73.44 ,$71.98 
01/06/2025,$72.00 ,14947260,$73.75 ,$74.32 ,$71.97 
01/03/2025,$73.31 ,10083480,$73.92 ,$74.19 ,$73.01 
01/02/2025,$73.67 ,10883420,$76.25 ,$76.69 ,$73.24 
12/31/2024,$75.67 ,9425602,$74.90 ,$76.39 ,$74.78 
12/30/2024,$74.65 ,9042879,$75.60 ,$75.77 ,$74.55 
12/27/2024,$76.42 ,6334415,$76.52 ,$76.93 ,$75.80 
12/26/2024,$76.94 ,6367057,$76.60 ,$77.46 ,$76.54 
12/24/2024,$76.79 ,4919075,$76.75 ,$77.11 ,$76.36 
12/23/2024,$76.76 ,14203770,$76.33 ,$78.41 ,$75.74 
12/20/2024,$76.94 ,49883420,$75.96 ,$78.00 ,$74.86 
12/19/2024,$77.10 ,27067580,$76.94 ,$77.94 ,$76.43 
12/18/2024,$76.90 ,14376890,$77.98 ,$79.00 ,$76.84 
12/17/2024,$78.00 ,12452420,$77.36 ,$78.77 ,$77.25 
12/16/2024,$77.20 ,13034010,$76.76 ,$79.02 ,$76.66 
12/13/2024,$77.25 ,8037339,$77.35 ,$77.83 ,$76.77 
12/12/2024,$77.96 ,6983241,$78.71 ,$79.37 ,$77.86 
12/11/2024,$78.85 ,12033170,$76.79 ,$78.98 ,$76.31 
12/10/2024,$76.74 ,12193110,$77.50 ,$78.08 ,$76.62 
12/09/2024,$77.64 ,12043380,$79.44 ,$79.45 ,$77.52 
12/06/2024,$78.89 ,13931060,$79.22 ,$81.18 ,$78.84 
12/05/2024,$78.58 ,8316548,$78.26 ,$78.90 ,$78.10 
12/04/2024,$78.37 ,15042590,$77.82 ,$78.51 ,$77.10 
12/03/2024,$78.86 ,9414505,$79.00 ,$79.40 ,$77.61 
12/02/2024,$79.09 ,11221030,$77.92 ,$79.10 ,$77.20 
11/29/2024,$78.77 ,7123471,$78.20 ,$79.18 ,$78.03 
11/27/2024,$78.34 ,8713504,$77.61 ,$79.05 ,$77.59 
11/26/2024,$77.61 ,9495649,$78.90 ,$78.90 ,$77.57 
11/25/2024,$79.26 ,18328920,$78.50 ,$79.86 ,$78.41 
11/22/2024,$77.40 ,12248580,$76.13 ,$77.50 ,$75.83 
11/21/2024,$75.10 ,12818640,$73.36 ,$75.56 ,$73.20 
11/20/2024,$73.36 ,12290320,$73.66 ,$73.84 ,$72.71 
11/19/2024,$73.91 ,12028440,$74.50 ,$74.73 ,$73.60 
11/18/2024,$74.89 ,12609190,$76.16 ,$76.20 ,$74.25 
11/15/2024,$76.66 ,13584940,$76.00 ,$77.65 ,$75.61 
11/14/2024,$75.68 ,6991574,$76.68 ,$76.98 ,$75.67 
